"GEO","TIME","AGE","SEX","NACE_R2","UNIT","Value"
"Finland","2011Q3","From 15 to 64 years","Females","Land transport and transport via pipelines","Thousand","8.4"
"Finland","2011Q3","From 15 to 64 years","Females","Water transport","Thousand","3.5"
"Finland","2011Q3","From 15 to 64 years","Females","Air transport","Thousand","2.6"
"Finland","2011Q3","From 15 to 64 years","Females","Warehousing and support activities for transportation","Thousand","6.7"
"Finland","2011Q3","From 15 to 64 years","Females","Postal and courier activities","Thousand","9.1"
"Finland","2011Q3","From 15 to 64 years","Females","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","10.0"
"Finland","2011Q3","From 15 to 64 years","Females","Food and beverage service activities","Thousand","49.1"
"Finland","2011Q3","From 15 to 64 years","Females","Publishing activities","Thousand","12.8"
"Finland","2011Q3","From 15 to 64 years","Females","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand",":"
"Finland","2011Q3","From 15 to 64 years","Females","Programming and broadcasting activities","Thousand","2.7"
"Finland","2011Q3","From 15 to 64 years","Females","Telecommunications","Thousand","4.9"
"Finland","2011Q3","From 15 to 64 years","Females","Computer programming, consultancy and related activities","Thousand","12.4"
"Finland","2011Q3","From 15 to 64 years","Females","Information service activities","Thousand",":"
"Finland","2011Q3","From 15 to 64 years","Females","Financial service activities, except insurance and pension funding","Thousand","22.4"
"Finland","2011Q3","From 15 to 64 years","Females","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","6.6"
"Finland","2011Q3","From 15 to 64 years","Females","Activities auxiliary to financial services and insurance activities","Thousand","2.8"
"Finland","2011Q3","From 15 to 64 years","Females","Real estate activities","Thousand","10.3"
"Finland","2011Q3","From 15 to 64 years","Females","Legal and accounting activities","Thousand","16.0"
"Finland","2011Q3","From 15 to 64 years","Females","Activities of head offices; management consultancy activities","Thousand","4.4"
"Finland","2011Q3","From 15 to 64 years","Females","Architectural and engineering activities; technical testing and analysis","Thousand","19.9"
"Finland","2011Q3","From 15 to 64 years","Females","Scientific research and development","Thousand","15.8"
"Finland","2011Q3","From 15 to 64 years","Females","Advertising and market research","Thousand","5.2"
"Finland","2011Q3","From 15 to 64 years","Females","Other professional, scientific and technical activities","Thousand","5.7"
"Finland","2011Q3","From 15 to 64 years","Females","Veterinary activities","Thousand",":"
"Finland","2011Q3","From 15 to 64 years","Females","Rental and leasing activities","Thousand",":"
"Finland","2011Q3","From 15 to 64 years","Females","Employment activities","Thousand","4.3"
"Finland","2011Q3","From 15 to 64 years","Females","Travel agency, tour operator and other reservation service and related activities","Thousand","2.6"
"Finland","2011Q3","From 15 to 64 years","Females","Security and investigation activities","Thousand","2.4"
"Finland","2011Q3","From 15 to 64 years","Females","Services to buildings and landscape activities","Thousand","33.2"
"Finland","2011Q3","From 15 to 64 years","Females","Office administrative, office support and other business support activities","Thousand","6.9"
"Finland","2011Q3","From 15 to 64 years","Females","Public administration and defence; compulsory social security","Thousand","64.1"
"Finland","2011Q3","From 15 to 64 years","Females","Education","Thousand","111.9"
"Finland","2011Q3","From 15 to 64 years","Females","Human health activities","Thousand","163.0"
"Finland","2011Q3","From 15 to 64 years","Females","Residential care activities","Thousand","75.4"
"Finland","2011Q3","From 15 to 64 years","Females","Social work activities without accommodation","Thousand","109.2"
"Finland","2011Q3","From 15 to 64 years","Females","Creative, arts and entertainment activities","Thousand","7.1"
"Finland","2011Q3","From 15 to 64 years","Females","Libraries, archives, museums and other cultural activities","Thousand","9.9"
"Finland","2011Q3","From 15 to 64 years","Females","Gambling and betting activities","Thousand",":"
"Finland","2011Q3","From 15 to 64 years","Females","Sports activities and amusement and recreation activities","Thousand","10.2"
"Finland","2011Q3","From 15 to 64 years","Females","Activities of membership organisations","Thousand","27.9"
"Finland","2011Q3","From 15 to 64 years","Females","Repair of computers and personal and household goods","Thousand",":"
"Finland","2011Q3","From 15 to 64 years","Females","Other personal service activities","Thousand","22.7"
"Finland","2011Q3","From 15 to 64 years","Females","Activities of households as employers of domestic personnel","Thousand","4.6"
"Finland","2011Q3","From 15 to 64 years","Females","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"Finland","2011Q3","From 15 to 64 years","Females","Activities of extraterritorial organisations and bodies","Thousand",":"
"Finland","2011Q3","From 15 to 64 years","Females","No response","Thousand","5.3"
"Finland","2011Q3","From 15 to 64 years","Females","Unknown NACE activity","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Crop and animal production, hunting and related service activities","Thousand","68.4"
"Finland","2011Q4","From 15 to 64 years","Total","Forestry and logging","Thousand","21.3"
"Finland","2011Q4","From 15 to 64 years","Total","Fishing and aquaculture","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Mining of coal and lignite","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Extraction of crude petroleum and natural gas","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Mining of metal ores","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Other mining and quarrying","Thousand","3.7"
"Finland","2011Q4","From 15 to 64 years","Total","Mining support service activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of food products","Thousand","35.6"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of beverages","Thousand","3.8"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of tobacco products","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of textiles","Thousand","3.9"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of wearing apparel","Thousand","4.4"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of leather and related products","Thousand","2.2"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","23.5"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of paper and paper products","Thousand","20.9"
"Finland","2011Q4","From 15 to 64 years","Total","Printing and reproduction of recorded media","Thousand","9.7"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of coke and refined petroleum products","Thousand","2.4"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of chemicals and chemical products","Thousand","12.7"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","4.4"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of rubber and plastic products","Thousand","12.0"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of other non-metallic mineral products","Thousand","15.2"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of basic metals","Thousand","16.0"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of fabricated metal products, except machinery and equipment","Thousand","43.1"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of computer, electronic and optical products","Thousand","31.8"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of electrical equipment","Thousand","18.2"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of machinery and equipment n.e.c.","Thousand","46.1"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","7.4"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of other transport equipment","Thousand","9.1"
"Finland","2011Q4","From 15 to 64 years","Total","Manufacture of furniture","Thousand","8.1"
"Finland","2011Q4","From 15 to 64 years","Total","Other manufacturing","Thousand","4.2"
"Finland","2011Q4","From 15 to 64 years","Total","Repair and installation of machinery and equipment","Thousand","19.0"
"Finland","2011Q4","From 15 to 64 years","Total","Electricity, gas, steam and air conditioning supply","Thousand","13.3"
"Finland","2011Q4","From 15 to 64 years","Total","Water collection, treatment and supply","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Sewerage","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Waste collection, treatment and disposal activities; materials recovery","Thousand","6.7"
"Finland","2011Q4","From 15 to 64 years","Total","Remediation activities and other waste management services","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Construction of buildings","Thousand","63.8"
"Finland","2011Q4","From 15 to 64 years","Total","Civil engineering","Thousand","20.2"
"Finland","2011Q4","From 15 to 64 years","Total","Specialised construction activities","Thousand","89.4"
"Finland","2011Q4","From 15 to 64 years","Total","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","45.2"
"Finland","2011Q4","From 15 to 64 years","Total","Wholesale trade, except of motor vehicles and motorcycles","Thousand","85.4"
"Finland","2011Q4","From 15 to 64 years","Total","Retail trade, except of motor vehicles and motorcycles","Thousand","162.9"
"Finland","2011Q4","From 15 to 64 years","Total","Land transport and transport via pipelines","Thousand","77.7"
"Finland","2011Q4","From 15 to 64 years","Total","Water transport","Thousand","9.2"
"Finland","2011Q4","From 15 to 64 years","Total","Air transport","Thousand","5.4"
"Finland","2011Q4","From 15 to 64 years","Total","Warehousing and support activities for transportation","Thousand","25.8"
"Finland","2011Q4","From 15 to 64 years","Total","Postal and courier activities","Thousand","22.3"
"Finland","2011Q4","From 15 to 64 years","Total","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","15.1"
"Finland","2011Q4","From 15 to 64 years","Total","Food and beverage service activities","Thousand","64.3"
"Finland","2011Q4","From 15 to 64 years","Total","Publishing activities","Thousand","22.5"
"Finland","2011Q4","From 15 to 64 years","Total","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","4.3"
"Finland","2011Q4","From 15 to 64 years","Total","Programming and broadcasting activities","Thousand","6.6"
"Finland","2011Q4","From 15 to 64 years","Total","Telecommunications","Thousand","11.9"
"Finland","2011Q4","From 15 to 64 years","Total","Computer programming, consultancy and related activities","Thousand","53.2"
"Finland","2011Q4","From 15 to 64 years","Total","Information service activities","Thousand","6.2"
"Finland","2011Q4","From 15 to 64 years","Total","Financial service activities, except insurance and pension funding","Thousand","35.4"
"Finland","2011Q4","From 15 to 64 years","Total","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","13.6"
"Finland","2011Q4","From 15 to 64 years","Total","Activities auxiliary to financial services and insurance activities","Thousand","8.1"
"Finland","2011Q4","From 15 to 64 years","Total","Real estate activities","Thousand","20.7"
"Finland","2011Q4","From 15 to 64 years","Total","Legal and accounting activities","Thousand","20.2"
"Finland","2011Q4","From 15 to 64 years","Total","Activities of head offices; management consultancy activities","Thousand","14.3"
"Finland","2011Q4","From 15 to 64 years","Total","Architectural and engineering activities; technical testing and analysis","Thousand","57.5"
"Finland","2011Q4","From 15 to 64 years","Total","Scientific research and development","Thousand","28.2"
"Finland","2011Q4","From 15 to 64 years","Total","Advertising and market research","Thousand","9.9"
"Finland","2011Q4","From 15 to 64 years","Total","Other professional, scientific and technical activities","Thousand","13.2"
"Finland","2011Q4","From 15 to 64 years","Total","Veterinary activities","Thousand","2.7"
"Finland","2011Q4","From 15 to 64 years","Total","Rental and leasing activities","Thousand","5.1"
"Finland","2011Q4","From 15 to 64 years","Total","Employment activities","Thousand","7.1"
"Finland","2011Q4","From 15 to 64 years","Total","Travel agency, tour operator and other reservation service and related activities","Thousand","4.0"
"Finland","2011Q4","From 15 to 64 years","Total","Security and investigation activities","Thousand","9.6"
"Finland","2011Q4","From 15 to 64 years","Total","Services to buildings and landscape activities","Thousand","56.5"
"Finland","2011Q4","From 15 to 64 years","Total","Office administrative, office support and other business support activities","Thousand","12.3"
"Finland","2011Q4","From 15 to 64 years","Total","Public administration and defence; compulsory social security","Thousand","112.8"
"Finland","2011Q4","From 15 to 64 years","Total","Education","Thousand","171.4"
"Finland","2011Q4","From 15 to 64 years","Total","Human health activities","Thousand","185.9"
"Finland","2011Q4","From 15 to 64 years","Total","Residential care activities","Thousand","81.8"
"Finland","2011Q4","From 15 to 64 years","Total","Social work activities without accommodation","Thousand","127.9"
"Finland","2011Q4","From 15 to 64 years","Total","Creative, arts and entertainment activities","Thousand","20.2"
"Finland","2011Q4","From 15 to 64 years","Total","Libraries, archives, museums and other cultural activities","Thousand","12.2"
"Finland","2011Q4","From 15 to 64 years","Total","Gambling and betting activities","Thousand","4.1"
"Finland","2011Q4","From 15 to 64 years","Total","Sports activities and amusement and recreation activities","Thousand","22.9"
"Finland","2011Q4","From 15 to 64 years","Total","Activities of membership organisations","Thousand","35.7"
"Finland","2011Q4","From 15 to 64 years","Total","Repair of computers and personal and household goods","Thousand","7.2"
"Finland","2011Q4","From 15 to 64 years","Total","Other personal service activities","Thousand","26.5"
"Finland","2011Q4","From 15 to 64 years","Total","Activities of households as employers of domestic personnel","Thousand","7.5"
"Finland","2011Q4","From 15 to 64 years","Total","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","Activities of extraterritorial organisations and bodies","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Total","No response","Thousand","9.9"
"Finland","2011Q4","From 15 to 64 years","Total","Unknown NACE activity","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Crop and animal production, hunting and related service activities","Thousand","47.5"
"Finland","2011Q4","From 15 to 64 years","Males","Forestry and logging","Thousand","17.8"
"Finland","2011Q4","From 15 to 64 years","Males","Fishing and aquaculture","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Mining of coal and lignite","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Extraction of crude petroleum and natural gas","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Mining of metal ores","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Other mining and quarrying","Thousand","2.9"
"Finland","2011Q4","From 15 to 64 years","Males","Mining support service activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of food products","Thousand","20.0"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of beverages","Thousand","2.2"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of tobacco products","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of textiles","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of wearing apparel","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of leather and related products","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","20.2"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of paper and paper products","Thousand","16.9"
"Finland","2011Q4","From 15 to 64 years","Males","Printing and reproduction of recorded media","Thousand","6.9"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of coke and refined petroleum products","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of chemicals and chemical products","Thousand","8.8"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of rubber and plastic products","Thousand","7.7"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of other non-metallic mineral products","Thousand","13.3"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of basic metals","Thousand","13.1"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of fabricated metal products, except machinery and equipment","Thousand","36.4"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of computer, electronic and optical products","Thousand","22.9"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of electrical equipment","Thousand","14.4"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of machinery and equipment n.e.c.","Thousand","38.5"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","6.8"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of other transport equipment","Thousand","7.6"
"Finland","2011Q4","From 15 to 64 years","Males","Manufacture of furniture","Thousand","6.2"
"Finland","2011Q4","From 15 to 64 years","Males","Other manufacturing","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Repair and installation of machinery and equipment","Thousand","17.4"
"Finland","2011Q4","From 15 to 64 years","Males","Electricity, gas, steam and air conditioning supply","Thousand","9.4"
"Finland","2011Q4","From 15 to 64 years","Males","Water collection, treatment and supply","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Sewerage","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Waste collection, treatment and disposal activities; materials recovery","Thousand","5.6"
"Finland","2011Q4","From 15 to 64 years","Males","Remediation activities and other waste management services","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Construction of buildings","Thousand","57.7"
"Finland","2011Q4","From 15 to 64 years","Males","Civil engineering","Thousand","18.1"
"Finland","2011Q4","From 15 to 64 years","Males","Specialised construction activities","Thousand","80.7"
"Finland","2011Q4","From 15 to 64 years","Males","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","40.4"
"Finland","2011Q4","From 15 to 64 years","Males","Wholesale trade, except of motor vehicles and motorcycles","Thousand","57.0"
"Finland","2011Q4","From 15 to 64 years","Males","Retail trade, except of motor vehicles and motorcycles","Thousand","49.2"
"Finland","2011Q4","From 15 to 64 years","Males","Land transport and transport via pipelines","Thousand","67.6"
"Finland","2011Q4","From 15 to 64 years","Males","Water transport","Thousand","5.6"
"Finland","2011Q4","From 15 to 64 years","Males","Air transport","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Warehousing and support activities for transportation","Thousand","20.1"
"Finland","2011Q4","From 15 to 64 years","Males","Postal and courier activities","Thousand","13.0"
"Finland","2011Q4","From 15 to 64 years","Males","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","3.9"
"Finland","2011Q4","From 15 to 64 years","Males","Food and beverage service activities","Thousand","19.7"
"Finland","2011Q4","From 15 to 64 years","Males","Publishing activities","Thousand","10.1"
"Finland","2011Q4","From 15 to 64 years","Males","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","3.4"
"Finland","2011Q4","From 15 to 64 years","Males","Programming and broadcasting activities","Thousand","4.1"
"Finland","2011Q4","From 15 to 64 years","Males","Telecommunications","Thousand","7.1"
"Finland","2011Q4","From 15 to 64 years","Males","Computer programming, consultancy and related activities","Thousand","40.5"
"Finland","2011Q4","From 15 to 64 years","Males","Information service activities","Thousand","4.8"
"Finland","2011Q4","From 15 to 64 years","Males","Financial service activities, except insurance and pension funding","Thousand","12.2"
"Finland","2011Q4","From 15 to 64 years","Males","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","4.1"
"Finland","2011Q4","From 15 to 64 years","Males","Activities auxiliary to financial services and insurance activities","Thousand","5.5"
"Finland","2011Q4","From 15 to 64 years","Males","Real estate activities","Thousand","10.2"
"Finland","2011Q4","From 15 to 64 years","Males","Legal and accounting activities","Thousand","6.6"
"Finland","2011Q4","From 15 to 64 years","Males","Activities of head offices; management consultancy activities","Thousand","10.2"
"Finland","2011Q4","From 15 to 64 years","Males","Architectural and engineering activities; technical testing and analysis","Thousand","39.9"
"Finland","2011Q4","From 15 to 64 years","Males","Scientific research and development","Thousand","13.3"
"Finland","2011Q4","From 15 to 64 years","Males","Advertising and market research","Thousand","4.7"
"Finland","2011Q4","From 15 to 64 years","Males","Other professional, scientific and technical activities","Thousand","7.3"
"Finland","2011Q4","From 15 to 64 years","Males","Veterinary activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Rental and leasing activities","Thousand","4.0"
"Finland","2011Q4","From 15 to 64 years","Males","Employment activities","Thousand","3.3"
"Finland","2011Q4","From 15 to 64 years","Males","Travel agency, tour operator and other reservation service and related activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Security and investigation activities","Thousand","8.1"
"Finland","2011Q4","From 15 to 64 years","Males","Services to buildings and landscape activities","Thousand","27.9"
"Finland","2011Q4","From 15 to 64 years","Males","Office administrative, office support and other business support activities","Thousand","5.0"
"Finland","2011Q4","From 15 to 64 years","Males","Public administration and defence; compulsory social security","Thousand","51.8"
"Finland","2011Q4","From 15 to 64 years","Males","Education","Thousand","54.2"
"Finland","2011Q4","From 15 to 64 years","Males","Human health activities","Thousand","27.1"
"Finland","2011Q4","From 15 to 64 years","Males","Residential care activities","Thousand","11.0"
"Finland","2011Q4","From 15 to 64 years","Males","Social work activities without accommodation","Thousand","12.8"
"Finland","2011Q4","From 15 to 64 years","Males","Creative, arts and entertainment activities","Thousand","11.2"
"Finland","2011Q4","From 15 to 64 years","Males","Libraries, archives, museums and other cultural activities","Thousand","2.4"
"Finland","2011Q4","From 15 to 64 years","Males","Gambling and betting activities","Thousand","2.3"
"Finland","2011Q4","From 15 to 64 years","Males","Sports activities and amusement and recreation activities","Thousand","12.7"
"Finland","2011Q4","From 15 to 64 years","Males","Activities of membership organisations","Thousand","10.8"
"Finland","2011Q4","From 15 to 64 years","Males","Repair of computers and personal and household goods","Thousand","5.7"
"Finland","2011Q4","From 15 to 64 years","Males","Other personal service activities","Thousand","2.5"
"Finland","2011Q4","From 15 to 64 years","Males","Activities of households as employers of domestic personnel","Thousand","3.2"
"Finland","2011Q4","From 15 to 64 years","Males","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","Activities of extraterritorial organisations and bodies","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Males","No response","Thousand","4.6"
"Finland","2011Q4","From 15 to 64 years","Males","Unknown NACE activity","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Crop and animal production, hunting and related service activities","Thousand","20.9"
"Finland","2011Q4","From 15 to 64 years","Females","Forestry and logging","Thousand","3.4"
"Finland","2011Q4","From 15 to 64 years","Females","Fishing and aquaculture","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Mining of coal and lignite","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Extraction of crude petroleum and natural gas","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Mining of metal ores","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Other mining and quarrying","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Mining support service activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of food products","Thousand","15.5"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of beverages","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of tobacco products","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of textiles","Thousand","2.7"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of wearing apparel","Thousand","3.5"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of leather and related products","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","3.3"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of paper and paper products","Thousand","4.0"
"Finland","2011Q4","From 15 to 64 years","Females","Printing and reproduction of recorded media","Thousand","2.8"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of coke and refined petroleum products","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of chemicals and chemical products","Thousand","3.9"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","3.6"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of rubber and plastic products","Thousand","4.3"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of other non-metallic mineral products","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of basic metals","Thousand","2.9"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of fabricated metal products, except machinery and equipment","Thousand","6.7"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of computer, electronic and optical products","Thousand","8.9"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of electrical equipment","Thousand","3.8"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of machinery and equipment n.e.c.","Thousand","7.6"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of motor vehicles, trailers and semi-trailers","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of other transport equipment","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Manufacture of furniture","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Other manufacturing","Thousand","2.3"
"Finland","2011Q4","From 15 to 64 years","Females","Repair and installation of machinery and equipment","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Electricity, gas, steam and air conditioning supply","Thousand","3.9"
"Finland","2011Q4","From 15 to 64 years","Females","Water collection, treatment and supply","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Sewerage","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Waste collection, treatment and disposal activities; materials recovery","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Remediation activities and other waste management services","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Construction of buildings","Thousand","6.1"
"Finland","2011Q4","From 15 to 64 years","Females","Civil engineering","Thousand","2.1"
"Finland","2011Q4","From 15 to 64 years","Females","Specialised construction activities","Thousand","8.7"
"Finland","2011Q4","From 15 to 64 years","Females","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","4.7"
"Finland","2011Q4","From 15 to 64 years","Females","Wholesale trade, except of motor vehicles and motorcycles","Thousand","28.4"
"Finland","2011Q4","From 15 to 64 years","Females","Retail trade, except of motor vehicles and motorcycles","Thousand","113.7"
"Finland","2011Q4","From 15 to 64 years","Females","Land transport and transport via pipelines","Thousand","10.0"
"Finland","2011Q4","From 15 to 64 years","Females","Water transport","Thousand","3.6"
"Finland","2011Q4","From 15 to 64 years","Females","Air transport","Thousand","3.5"
"Finland","2011Q4","From 15 to 64 years","Females","Warehousing and support activities for transportation","Thousand","5.7"
"Finland","2011Q4","From 15 to 64 years","Females","Postal and courier activities","Thousand","9.4"
"Finland","2011Q4","From 15 to 64 years","Females","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","11.2"
"Finland","2011Q4","From 15 to 64 years","Females","Food and beverage service activities","Thousand","44.6"
"Finland","2011Q4","From 15 to 64 years","Females","Publishing activities","Thousand","12.4"
"Finland","2011Q4","From 15 to 64 years","Females","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Programming and broadcasting activities","Thousand","2.5"
"Finland","2011Q4","From 15 to 64 years","Females","Telecommunications","Thousand","4.8"
"Finland","2011Q4","From 15 to 64 years","Females","Computer programming, consultancy and related activities","Thousand","12.7"
"Finland","2011Q4","From 15 to 64 years","Females","Information service activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Financial service activities, except insurance and pension funding","Thousand","23.3"
"Finland","2011Q4","From 15 to 64 years","Females","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","9.5"
"Finland","2011Q4","From 15 to 64 years","Females","Activities auxiliary to financial services and insurance activities","Thousand","2.6"
"Finland","2011Q4","From 15 to 64 years","Females","Real estate activities","Thousand","10.5"
"Finland","2011Q4","From 15 to 64 years","Females","Legal and accounting activities","Thousand","13.6"
"Finland","2011Q4","From 15 to 64 years","Females","Activities of head offices; management consultancy activities","Thousand","4.2"
"Finland","2011Q4","From 15 to 64 years","Females","Architectural and engineering activities; technical testing and analysis","Thousand","17.7"
"Finland","2011Q4","From 15 to 64 years","Females","Scientific research and development","Thousand","14.9"
"Finland","2011Q4","From 15 to 64 years","Females","Advertising and market research","Thousand","5.2"
"Finland","2011Q4","From 15 to 64 years","Females","Other professional, scientific and technical activities","Thousand","5.9"
"Finland","2011Q4","From 15 to 64 years","Females","Veterinary activities","Thousand","2.6"
"Finland","2011Q4","From 15 to 64 years","Females","Rental and leasing activities","Thousand",":"
"Finland","2011Q4","From 15 to 64 years","Females","Employment activities","Thousand","3.8"
