"GEO","TIME","AGE","SEX","NACE_R2","UNIT","Value"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Crop and animal production, hunting and related service activities","Thousand","9,426.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Forestry and logging","Thousand","522.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Fishing and aquaculture","Thousand","203.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Mining of coal and lignite","Thousand","308.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Extraction of crude petroleum and natural gas","Thousand","100.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Mining of metal ores","Thousand","68.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Other mining and quarrying","Thousand","274.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Mining support service activities","Thousand","128.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of food products","Thousand","4,502.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of beverages","Thousand","490.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of tobacco products","Thousand","58.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of textiles","Thousand","964.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of wearing apparel","Thousand","1,740.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of leather and related products","Thousand","596.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","1,388.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of paper and paper products","Thousand","748.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Printing and reproduction of recorded media","Thousand","1,152.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of coke and refined petroleum products","Thousand","243.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of chemicals and chemical products","Thousand","1,456.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","798.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of rubber and plastic products","Thousand","1,702.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of other non-metallic mineral products","Thousand","1,623.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of basic metals","Thousand","1,431.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of fabricated metal products, except machinery and equipment","Thousand","4,226.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of computer, electronic and optical products","Thousand","1,698.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of electrical equipment","Thousand","1,589.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of machinery and equipment n.e.c.","Thousand","3,302.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","3,121.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of other transport equipment","Thousand","1,084.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Manufacture of furniture","Thousand","1,518.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Other manufacturing","Thousand","1,169.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Repair and installation of machinery and equipment","Thousand","1,104.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Electricity, gas, steam and air conditioning supply","Thousand","1,487.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Water collection, treatment and supply","Thousand","471.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Sewerage","Thousand","165.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Waste collection, treatment and disposal activities; materials recovery","Thousand","874.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Remediation activities and other waste management services","Thousand","57.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Construction of buildings","Thousand","6,097.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Civil engineering","Thousand","1,405.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Specialised construction activities","Thousand","10,774.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","4,158.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Wholesale trade, except of motor vehicles and motorcycles","Thousand","7,682.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Retail trade, except of motor vehicles and motorcycles","Thousand","19,053.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Land transport and transport via pipelines","Thousand","5,987.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Water transport","Thousand","291.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Air transport","Thousand","424.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Warehousing and support activities for transportation","Thousand","2,718.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Postal and courier activities","Thousand","1,939.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","2,104.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Food and beverage service activities","Thousand","6,942.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Publishing activities","Thousand","1,229.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","441.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Programming and broadcasting activities","Thousand","292.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Telecommunications","Thousand","1,452.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Computer programming, consultancy and related activities","Thousand","2,396.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Information service activities","Thousand","322.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Financial service activities, except insurance and pension funding","Thousand","4,084.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","1,165.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Activities auxiliary to financial services and insurance activities","Thousand","1,270.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Real estate activities","Thousand","1,615.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Legal and accounting activities","Thousand","3,548.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Activities of head offices; management consultancy activities","Thousand","1,047.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Architectural and engineering activities; technical testing and analysis","Thousand","2,649.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Scientific research and development","Thousand","814.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Advertising and market research","Thousand","1,019.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Other professional, scientific and technical activities","Thousand","879.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Veterinary activities","Thousand","211.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Rental and leasing activities","Thousand","440.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Employment activities","Thousand","1,001.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Travel agency, tour operator and other reservation service and related activities","Thousand","590.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Security and investigation activities","Thousand","1,228.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Services to buildings and landscape activities","Thousand","3,250.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Office administrative, office support and other business support activities","Thousand","1,338.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Public administration and defence; compulsory social security","Thousand","15,388.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Education","Thousand","15,360.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Human health activities","Thousand","12,338.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Residential care activities","Thousand","3,817.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Social work activities without accommodation","Thousand","4,440.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Creative, arts and entertainment activities","Thousand","988.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Libraries, archives, museums and other cultural activities","Thousand","577.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Gambling and betting activities","Thousand","344.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Sports activities and amusement and recreation activities","Thousand","1,378.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Activities of membership organisations","Thousand","1,651.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Repair of computers and personal and household goods","Thousand","526.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Other personal service activities","Thousand","3,061.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Activities of households as employers of domestic personnel","Thousand","2,436.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Activities of extraterritorial organisations and bodies","Thousand","186.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","No response","Thousand","648.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Total","Unknown NACE activity","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Crop and animal production, hunting and related service activities","Thousand","5,688.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Forestry and logging","Thousand","450.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Fishing and aquaculture","Thousand","176.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Mining of coal and lignite","Thousand","273.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Extraction of crude petroleum and natural gas","Thousand","88.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Mining of metal ores","Thousand","56.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Other mining and quarrying","Thousand","237.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Mining support service activities","Thousand","102.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of food products","Thousand","2,466.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of beverages","Thousand","344.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of tobacco products","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of textiles","Thousand","449.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of wearing apparel","Thousand","318.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of leather and related products","Thousand","262.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","1,159.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of paper and paper products","Thousand","542.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Printing and reproduction of recorded media","Thousand","771.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of coke and refined petroleum products","Thousand","190.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of chemicals and chemical products","Thousand","1,019.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","409.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of rubber and plastic products","Thousand","1,215.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of other non-metallic mineral products","Thousand","1,273.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of basic metals","Thousand","1,234.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of fabricated metal products, except machinery and equipment","Thousand","3,508.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of computer, electronic and optical products","Thousand","1,108.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of electrical equipment","Thousand","1,020.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of machinery and equipment n.e.c.","Thousand","2,712.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","2,412.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of other transport equipment","Thousand","921.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Manufacture of furniture","Thousand","1,164.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Other manufacturing","Thousand","701.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Repair and installation of machinery and equipment","Thousand","952.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Electricity, gas, steam and air conditioning supply","Thousand","1,164.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Water collection, treatment and supply","Thousand","365.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Sewerage","Thousand","132.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Waste collection, treatment and disposal activities; materials recovery","Thousand","722.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Remediation activities and other waste management services","Thousand","42.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Construction of buildings","Thousand","5,511.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Civil engineering","Thousand","1,267.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Specialised construction activities","Thousand","9,845.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","3,516.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Wholesale trade, except of motor vehicles and motorcycles","Thousand","5,112.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Retail trade, except of motor vehicles and motorcycles","Thousand","7,014.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Land transport and transport via pipelines","Thousand","5,193.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Water transport","Thousand","232.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Air transport","Thousand","245.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Warehousing and support activities for transportation","Thousand","2,068.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Postal and courier activities","Thousand","1,120.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","874.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Food and beverage service activities","Thousand","3,170.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Publishing activities","Thousand","658.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","277.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Programming and broadcasting activities","Thousand","165.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Telecommunications","Thousand","963.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Computer programming, consultancy and related activities","Thousand","1,844.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Information service activities","Thousand","191.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Financial service activities, except insurance and pension funding","Thousand","1,928.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","520.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Activities auxiliary to financial services and insurance activities","Thousand","682.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Real estate activities","Thousand","783.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Legal and accounting activities","Thousand","1,377.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Activities of head offices; management consultancy activities","Thousand","554.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Architectural and engineering activities; technical testing and analysis","Thousand","1,851.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Scientific research and development","Thousand","439.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Advertising and market research","Thousand","517.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Other professional, scientific and technical activities","Thousand","500.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Veterinary activities","Thousand","77.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Rental and leasing activities","Thousand","281.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Employment activities","Thousand","479.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Travel agency, tour operator and other reservation service and related activities","Thousand","188.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Security and investigation activities","Thousand","1,007.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Services to buildings and landscape activities","Thousand","1,356.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Office administrative, office support and other business support activities","Thousand","614.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Public administration and defence; compulsory social security","Thousand","8,390.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Education","Thousand","4,402.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Human health activities","Thousand","2,930.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Residential care activities","Thousand","727.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Social work activities without accommodation","Thousand","721.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Creative, arts and entertainment activities","Thousand","554.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Libraries, archives, museums and other cultural activities","Thousand","192.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Gambling and betting activities","Thousand","159.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Sports activities and amusement and recreation activities","Thousand","773.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Activities of membership organisations","Thousand","697.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Repair of computers and personal and household goods","Thousand","411.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Other personal service activities","Thousand","740.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Activities of households as employers of domestic personnel","Thousand","289.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Activities of extraterritorial organisations and bodies","Thousand","106.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","No response","Thousand","388.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Males","Unknown NACE activity","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Crop and animal production, hunting and related service activities","Thousand","3,738.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Forestry and logging","Thousand","71.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Fishing and aquaculture","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Mining of coal and lignite","Thousand","35.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Extraction of crude petroleum and natural gas","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Mining of metal ores","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Other mining and quarrying","Thousand","36.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Mining support service activities","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of food products","Thousand","2,036.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of beverages","Thousand","146.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of tobacco products","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of textiles","Thousand","514.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of wearing apparel","Thousand","1,422.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of leather and related products","Thousand","333.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","229.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of paper and paper products","Thousand","205.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Printing and reproduction of recorded media","Thousand","381.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of coke and refined petroleum products","Thousand","52.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of chemicals and chemical products","Thousand","437.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand","388.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of rubber and plastic products","Thousand","486.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of other non-metallic mineral products","Thousand","349.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of basic metals","Thousand","196.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of fabricated metal products, except machinery and equipment","Thousand","717.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of computer, electronic and optical products","Thousand","590.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of electrical equipment","Thousand","568.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of machinery and equipment n.e.c.","Thousand","589.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","708.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of other transport equipment","Thousand","163.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Manufacture of furniture","Thousand","353.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Other manufacturing","Thousand","467.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Repair and installation of machinery and equipment","Thousand","151.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Electricity, gas, steam and air conditioning supply","Thousand","323.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Water collection, treatment and supply","Thousand","105.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Sewerage","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Waste collection, treatment and disposal activities; materials recovery","Thousand","151.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Remediation activities and other waste management services","Thousand",":"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Construction of buildings","Thousand","586.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Civil engineering","Thousand","138.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Specialised construction activities","Thousand","929.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","641.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Wholesale trade, except of motor vehicles and motorcycles","Thousand","2,570.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Retail trade, except of motor vehicles and motorcycles","Thousand","12,038.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Land transport and transport via pipelines","Thousand","793.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Water transport","Thousand","59.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Air transport","Thousand","178.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Warehousing and support activities for transportation","Thousand","650.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Postal and courier activities","Thousand","819.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","1,230.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Food and beverage service activities","Thousand","3,771.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Publishing activities","Thousand","571.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","163.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Programming and broadcasting activities","Thousand","126.8"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Telecommunications","Thousand","488.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Computer programming, consultancy and related activities","Thousand","552.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Information service activities","Thousand","131.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Financial service activities, except insurance and pension funding","Thousand","2,155.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","645.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Activities auxiliary to financial services and insurance activities","Thousand","588.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Real estate activities","Thousand","832.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Legal and accounting activities","Thousand","2,171.0"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Activities of head offices; management consultancy activities","Thousand","493.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Architectural and engineering activities; technical testing and analysis","Thousand","798.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Scientific research and development","Thousand","375.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Advertising and market research","Thousand","502.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Other professional, scientific and technical activities","Thousand","378.5"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Veterinary activities","Thousand","133.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Rental and leasing activities","Thousand","159.2"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Employment activities","Thousand","521.3"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Travel agency, tour operator and other reservation service and related activities","Thousand","402.6"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Security and investigation activities","Thousand","221.1"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Services to buildings and landscape activities","Thousand","1,893.7"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Office administrative, office support and other business support activities","Thousand","723.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Public administration and defence; compulsory social security","Thousand","6,997.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Education","Thousand","10,957.4"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Human health activities","Thousand","9,407.9"
"European Union - 28 countries","2008Q1","From 15 to 64 years","Females","Residential care activities","Thousand","3,090.4"
